ObjId,DocumentType,DocId,DocketId,Title,Food,Tobacco
090000648049c925,Other,FDA-2002-N-0265-0029,FDA-2002-N-0265,"vivus, inc. - electronic request for appearance",0,0
090000648049c992,Other,FDA-2002-N-0265-0046,FDA-2002-N-0265,johnson & johnson pharmaceutical r&d - electronic request for appearance,0,0
090000648049c973,Other,FDA-2002-N-0265-0042,FDA-2002-N-0265,"wyeth pharmaceuticals, inc. - electronic request for appearance",0,0
090000648049c9c1,Other,FDA-2002-N-0265-0057,FDA-2002-N-0265,"coley pharmaceutical group, inc. - electronic request for appearance",0,0
090000648049c9e4,Other,FDA-2002-N-0265-0063,FDA-2002-N-0265,alpine group - electronic request for appearance,0,0
090000648049c9a0,Other,FDA-2002-N-0265-0053,FDA-2002-N-0265,hogan & hartson llp - electronic request for appearance,0,0
090000648049c9c7,Other,FDA-2002-N-0265-0060,FDA-2002-N-0265,carnegie mellon university - electronic request for appearance,0,0
090000648049ca11,Other,FDA-2002-N-0265-0074,FDA-2002-N-0265,ethicon endo-surgery - electronic request for appearance,0,0
090000648049c99a,Other,FDA-2002-N-0265-0049,FDA-2002-N-0265,"alquest, inc. - electronic request for appearance",0,0
090000648049c99b,Other,FDA-2002-N-0265-0050,FDA-2002-N-0265,wyeth pharmaceuticals - electronic request for appearance,0,0
090000648049c922,Other,FDA-2002-N-0265-0027,FDA-2002-N-0265,embsi - electronic request for appearance,0,0
090000648049c8de,Other,FDA-2002-N-0265-0003,FDA-2002-N-0265,"medtronic, inc. - electronic request for appearance",0,0
090000648049c8ff,Other,FDA-2002-N-0265-0016,FDA-2002-N-0265,patton boggs llp - electronic request for appearance,0,0
090000648049c8fd,Other,FDA-2002-N-0265-0015,FDA-2002-N-0265,merck research laboratories - electronic request for appearance,0,0
090000648049c934,Other,FDA-2002-N-0265-0037,FDA-2002-N-0265,"medtronic, inc. - electronic request for appearance",0,0
090000648049c9e6,Other,FDA-2002-N-0265-0064,FDA-2002-N-0265,abbott laboratories - electronic request for appearance,0,0
090000648049c9c5,Other,FDA-2002-N-0265-0059,FDA-2002-N-0265,american medical systems - electronic request for appearance,0,0
090000648049c99e,Other,FDA-2002-N-0265-0052,FDA-2002-N-0265,biomerix - electronic request for appearance,0,0
090000648049c9ee,Other,FDA-2002-N-0265-0068,FDA-2002-N-0265,iomai corporation - electronic request for appearance,0,0
090000648049c9ea,Other,FDA-2002-N-0265-0066,FDA-2002-N-0265,bonscience - electronic request for appearance,0,0
090000648049cbdd,Notice,FDA-2002-D-0266-0005,FDA-2002-D-0266,fda,0,0
090000648049cb29,Notice,FDA-2002-D-0266-0001,FDA-2002-D-0266,fda,0,0
090000648049cbdc,Supporting & Related Material,FDA-2002-D-0266-0004,FDA-2002-D-0266,guidance,0,0
090000648049cbd8,Supporting & Related Material,FDA-2002-D-0266-0002,FDA-2002-D-0266,guidance,0,0
090000648049cbda,Supporting & Related Material,FDA-2002-D-0266-0003,FDA-2002-D-0266,guidance,0,0
090000648044cc1a,Notice,FDA-2005-N-0396-0001,FDA-2005-N-0396,fda,0,0
090000648044cc23,Notice,FDA-2005-N-0396-0002,FDA-2005-N-0396,fda,0,0
090000648044cc24,Notice,FDA-2005-N-0396-0003,FDA-2005-N-0396,fda,0,0
090000648044cc29,Notice,FDA-2005-N-0396-0004,FDA-2005-N-0396,fda,0,0
09000064804b49f5,Notice,FDA-2001-D-0012-0001,FDA-2001-D-0012,fda,0,0
09000064804b4a3f,Notice,FDA-2001-D-0012-0002,FDA-2001-D-0012,fda,0,0
090000648056e80f,Notice,FDA-1998-N-0050-0017,FDA-1998-N-0050,quarterly list of guidance documents at the food and drug administration; notice,1,0
090000648056e820,Notice,FDA-1998-N-0050-0005,FDA-1998-N-0050,annual comprehensive list of guidance documents at the food and drug administration; notice,1,0
090000648056e809,Notice,FDA-1998-N-0050-0011,FDA-1998-N-0050,quarterly list of guidance documents at the food and drug administration; notice,1,0
090000648056e80a,Notice,FDA-1998-N-0050-0012,FDA-1998-N-0050,quarterly list of guidance documents at the food and drug administration; notice,1,0
090000648056e80b,Other,FDA-1998-N-0050-0013,FDA-1998-N-0050,"letter from the weinberg group, inc to fda ddm",0,0
090000648457a7fb,Other,FDA-1998-N-0050-0022,FDA-1998-N-0050,cpg sec. 540.375 canned salmon - adulteration involving decomposition withdrawn 3-22-2010,0,0
0900006480b2c09d,Notice,FDA-1998-N-0050-0007,FDA-1998-N-0050,comprehensive list of guidance documents at food and drug administration; notice,1,0
090000648056e80c,Notice,FDA-1998-N-0050-0014,FDA-1998-N-0050,annual comprehensive list of guidance documents at the food and drug administration; notice,1,0
090000648056e813,Notice,FDA-1998-N-0050-0002,FDA-1998-N-0050,annual comprehensive list of guidance documents at the food and drug administration,1,0
0900006480ac4727,Notice,FDA-1998-N-0050-0006,FDA-1998-N-0050,compliance policy guide section 540-375 canned salmon-adulteration involving decomposition; withdrawal of guidance,0,0
090000648056e817,Notice,FDA-1998-N-0050-0003,FDA-1998-N-0050,annual comprehensive list of guidance documents at the food and drug administration; notice,1,0
090000648056e81c,Notice,FDA-1998-N-0050-0004,FDA-1998-N-0050,annual comprehensive list of guidance documents at the food and drug administration; correction,1,0
090000648056e807,Notice,FDA-1998-N-0050-0009,FDA-1998-N-0050,comprehensive list of current guidance documents at the food and drug administration; notice,1,0
090000648056e80d,Notice,FDA-1998-N-0050-0015,FDA-1998-N-0050,update of guidance documents at the food and drug administration; notice,1,0
090000648056e810,Notice,FDA-1998-N-0050-0018,FDA-1998-N-0050,quarterly list of guidance documents at the food and drug administration; notice,1,0
090000648056e808,Notice,FDA-1998-N-0050-0010,FDA-1998-N-0050,comprehensive list of current guidance documents at the food and drug administration; correction,1,0
090000648056e7f4,Notice,FDA-1998-N-0050-0001,FDA-1998-N-0050,annual comprehensive list of guidance documents at the food and drug administration; notice,1,0
09000064846bd37f,Other,FDA-2020-D-1444-0001,FDA-2020-D-1444,drug safety information - fda's communication to the public,0,0
09000064804efd60,Other,FDA-2000-N-1247-0001,FDA-2000-N-1247,fda concept paper: drug products that present demonstrable difficulties - report,0,0
09000064805b3a4e,Supporting & Related Material,FDA-1985-D-0012-0003,FDA-1985-D-0012,guidance,0,0
09000064805b3a4d,Notice,FDA-1985-D-0012-0002,FDA-1985-D-0012,fda,0,0
09000064805b3a4a,Notice,FDA-1985-D-0012-0001,FDA-1985-D-0012,fda,0,0
09000064805b3a4f,Supporting & Related Material,FDA-1985-D-0012-0004,FDA-1985-D-0012,guidance,0,0
090000648056e4f5,Supporting & Related Material,FDA-1998-D-0039-0002,FDA-1998-D-0039,guidance,0,0
090000648056e4fd,Notice,FDA-1998-D-0039-0003,FDA-1998-D-0039,fda,0,0
090000648056e4ed,Notice,FDA-1998-D-0039-0001,FDA-1998-D-0039,fda,0,0
0900006480b214bb,Supporting & Related Material,FDA-2009-N-0247-0256,FDA-2009-N-0247,blue cross blue shield association (bcbsa) re fda-2009-n-0247-0222,0,0
0900006480bc6d30,Notice,FDA-2009-N-0247-0260,FDA-2009-N-0247,fda transparency initiative: improving transparency to regulated industry,0,0
09000064809e7abb,Other,FDA-2009-N-0247-0070,FDA-2009-N-0247,"public meeting fda transparency task force, june 24, 2009 - transcript",0,0
09000064809e5664,Supporting & Related Material,FDA-2009-N-0247-0056,FDA-2009-N-0247,see fda-2009-n-0247-0094,0,0
0900006480fab1d4,Notice,FDA-2009-N-0247-0301,FDA-2009-N-0247,transparency initiative: exploratory program to increase access to compliance and enforcement data,0,0
09000064809e5699,Other,FDA-2009-N-0247-0066,FDA-2009-N-0247,"medical device safety institute - ""fda transparency:suggestions for improving public health (w.maisel)"" - [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
09000064809e563c,Other,FDA-2009-N-0247-0054,FDA-2009-N-0247,"breast cancer fund - ""testimony for the fda transparency task force (e.napalo)"" - [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
09000064809e5639,Other,FDA-2009-N-0247-0053,FDA-2009-N-0247,"idsn (international document solutions network) - ""technology improves food safety communication (b.kelser)"" - [public meeting fda transparency task force, june 24, 2009] - testimony",1,0
09000064809e5666,Other,FDA-2009-N-0247-0071,FDA-2009-N-0247,"milford medical laboratory (s.lee) - [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
0900006480a51ccd,Supporting & Related Material,FDA-2009-N-0247-0158,FDA-2009-N-0247,"final versions - three hypothetical case studies, presentation date november 3, 2009 (food and drug administration transparency task force; public meeting;request for comments) - reference",1,0
0900006480f8b7c2,Notice,FDA-2009-N-0247-0300,FDA-2009-N-0247,report on good guidance practices improving efficiency and transparency; availability,0,0
09000064816c39bd,Notice,FDA-2009-N-0247-0310,FDA-2009-N-0247,"food and drug administration transparency initiative: increasing
public access to the food and drug administration’s compliance and
enforcement data; availability",1,0
0900006480f4b7a6,Other,FDA-2009-N-0247-0282,FDA-2009-N-0247,food and drug administration transparency initiative: draft proposals for public comment to increase transparency by promoting greater access to the agency’s compliance and enforcement data - report,1,0
09000064809e5b20,Other,FDA-2009-N-0247-0064,FDA-2009-N-0247,"the senior citizens league ""statement of s.benton"" [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
09000064809e5b15,Other,FDA-2009-N-0247-0061,FDA-2009-N-0247,"bray patrick-lake - ""enhancing transparency via patient advocacy in fda regulated clinical research trials"" [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
09000064809e5b11,Other,FDA-2009-N-0247-0060,FDA-2009-N-0247,"medical device manufacturers association (mdma) - ""recommendations to promote predictability and transparency (m.leahy)"" - [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
09000064809e630b,Other,FDA-2009-N-0247-0067,FDA-2009-N-0247,"the tatia oden french memorial foundation - "" recommendations to the transparency task force (k.oden)"" - [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
09000064809e630d,Other,FDA-2009-N-0247-0068,FDA-2009-N-0247,"david lim, ph.d. rac - ""transparencey 101""-  [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
0900006480a0367a,Other,FDA-2009-N-0247-0124,FDA-2009-N-0247,american association for health freedom (aahf) to the division of dockets management - [multiple submitters=801] - letter,0,0
0900006480abb6c5,Other,FDA-2009-N-0247-0183,FDA-2009-N-0247,summary of listening sessions with industry - reference,0,0
09000064809e5b0d,Other,FDA-2009-N-0247-0059,FDA-2009-N-0247,"genetic alliance - ""transforming health through genetics promoting an environment of openness (k.zonno)"" [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
09000064809e563e,Other,FDA-2009-N-0247-0051,FDA-2009-N-0247,"microsoft® - ""enabling transparent goverance with gov 2.0 (c.brubaker)""  [public meeting fda transparency task force, june 24, 2009] - testimony",0,0
0900006480a0c1f1,Notice,FDA-2009-N-0247-0128,FDA-2009-N-0247,food and drug administration transparency task force; reopening comment period,1,0
0900006480a3ba54,Notice,FDA-2009-N-0247-0136,FDA-2009-N-0247,food and drug administration transparency task force; public meeting; request for comments,1,0
09000064809c3c29,Notice,FDA-2009-N-0247-0001,FDA-2009-N-0247,food and drug administration transparency task force; public meeting,1,0
0900006480a517a4,Notice,FDA-2009-N-0526-0001,FDA-2009-N-0526,safe use initiative; availability of information,0,0
0900006484c3d0c8,Other,FDA-2021-P-0882-0001,FDA-2021-P-0882,citizen petition from chelsea kent,0,0
0900006484c3dada,Other,FDA-2021-P-0882-0002,FDA-2021-P-0882,acknowledgement letter from fda dms to chelsea kent,0,0
0900006484c3dae3,Other,FDA-2021-P-0884-0002,FDA-2021-P-0884,acknowledgement letter from fda dms to ronald brock,0,0
0900006484c3dec4,Other,FDA-2021-P-0884-0001,FDA-2021-P-0884,citizen petition from ronald brock,0,0
0900006484c3dae1,Other,FDA-2021-P-0883-0001,FDA-2021-P-0883,citizen petition from wanda brock,0,0
0900006484c3dec1,Other,FDA-2021-P-0883-0002,FDA-2021-P-0883,acknowledgement letter from fda dms to wanda brock,0,0
0900006484c6c5aa,Other,FDA-2021-P-0912-0002,FDA-2021-P-0912,acknowledgment letter from fda dms to harry duty,0,0
0900006484c6c1d8,Other,FDA-2021-P-0912-0001,FDA-2021-P-0912,citizen petition from harry duty,0,0
0900006484dcafe8,Other,FDA-2021-P-1126-0001,FDA-2021-P-1126,citizen petition from harry duty,0,0
0900006484dcb3d2,Other,FDA-2021-P-1126-0002,FDA-2021-P-1126,acknowledgment letter from fda dms to harry duty,0,0
0900006483d7dcb2,Supporting & Related Material,FDA-2019-P-1236-0005,FDA-2019-P-1236,risk-based licensing of biosimilars re memorandum of meeting - listening meeting with dr. sarfaraz niazi regarding biosimilars,0,0
0900006483ae80ed,Other,FDA-2019-P-1236-0002,FDA-2019-P-1236,acknowledgment letter from fda ddm to sarfaraz niazi,0,0
0900006483ae11e2,Other,FDA-2019-P-1236-0001,FDA-2019-P-1236,citizen petition from sarfaraz k. niazi,0,0
0900006483d7dcaf,Other,FDA-2019-P-1236-0004,FDA-2019-P-1236,memorandum of meeting - listening meeting with dr. sarfaraz niazi regarding biosimilars,0,0
0900006483f86af3,Other,FDA-2019-P-1236-0006,FDA-2019-P-1236,interim response letter from fda cder to sarfaraz niazi,0,0
0900006483bf2bd6,Other,FDA-2019-P-1236-0003,FDA-2019-P-1236,testimony from sarfaraz niazi,0,0
090000648248bee8,Other,FDA-2017-P-0428-0001,FDA-2017-P-0428,citizen petition from mucodel pharma llc,0,0
090000648248c2ff,Other,FDA-2017-P-0428-0002,FDA-2017-P-0428,acknowledgment letter from fda ddm to mucodel pharma llc,0,0
09000064824b85e1,Other,FDA-2017-P-0428-0003,FDA-2017-P-0428,memorandum requesting closure of fda-p-2017-0428,0,0
0900006484b47a5b,Supporting & Related Material,FDA-2021-P-0521-0004,FDA-2021-P-0521,references 09 to 16 re citizen petition from linda wastila,0,0
0900006484b47bb7,Supporting & Related Material,FDA-2021-P-0521-0008,FDA-2021-P-0521,references 19 to 23 re citizen petition from linda wastila,0,0
0900006484b5d34f,Other,FDA-2021-P-0521-0072,FDA-2021-P-0521,press release from anonymous,0,0
0900006484b5c50b,Other,FDA-2021-P-0521-0069,FDA-2021-P-0521,press release from anonymous,0,0
0900006484bdf9bd,Other,FDA-2021-P-0521-1533,FDA-2021-P-0521,amended citizen petition for e coalition advocating for adequately  licensed medicines,0,0
0900006484b47a56,Other,FDA-2021-P-0521-0001,FDA-2021-P-0521,citizen petition from linda wastila,0,0
0900006484b47bbc,Supporting & Related Material,FDA-2021-P-0521-0009,FDA-2021-P-0521,references 37 to 47 re citizen petition from linda wastila,0,0
0900006484b47a58,Other,FDA-2021-P-0521-0002,FDA-2021-P-0521,acknowledgment letter from fda dms to linda wastila,0,0
0900006484c0b1d2,Other,FDA-2021-P-0521-1560,FDA-2021-P-0521,withdrawal letter from linda wastila et. al,0,0
0900006484b58f29,Other,FDA-2021-P-0521-0020,FDA-2021-P-0521,press release from petitioner,0,0
0900006484b47a5a,Supporting & Related Material,FDA-2021-P-0521-0003,FDA-2021-P-0521,references 01 to 08 re citizen petition from linda wastila,0,0
0900006484b47a5c,Supporting & Related Material,FDA-2021-P-0521-0007,FDA-2021-P-0521,references 17 to 18 re citizen petition from linda wastila,0,0
0900006484b47bba,Supporting & Related Material,FDA-2021-P-0521-0005,FDA-2021-P-0521,references 24 to 32 re citizen petition from linda wastila,0,0
0900006484b47bbb,Supporting & Related Material,FDA-2021-P-0521-0006,FDA-2021-P-0521,references 33 to 36 re citizen petition from linda wastila,0,0
0900006480633542,Other,FDA-2007-P-0184-0003,FDA-2007-P-0184,judy slome cohain - supplement,0,0
09000064806c06a7,Other,FDA-2007-P-0184-0005,FDA-2007-P-0184,fda response to judy slome cohain - citizen petition denial,0,0
09000064806a9660,Other,FDA-2007-P-0184-0004,FDA-2007-P-0184,judy slome cohain - supplement,0,0
090000648042a728,Other,FDA-2007-P-0184-0001,FDA-2007-P-0184,acknowledgement letter to judy slome cohain,0,0
090000648042a72b,Other,FDA-2007-P-0184-0002,FDA-2007-P-0184,judy slome cohain - citizen petition,0,0
0900006484dc2081,Other,FDA-2021-P-1090-0002,FDA-2021-P-1090,acknowledgment letter from fda dms to pet schooled,0,0
0900006484dc24dc,Other,FDA-2021-P-1090-0001,FDA-2021-P-1090,citizen petition from pet schooled,0,0
0900006484c944b7,Other,FDA-2021-P-0927-0001,FDA-2021-P-0927,citizen petition from donavan melton,0,0
0900006484c95375,Other,FDA-2021-P-0927-0002,FDA-2021-P-0927,acknowledgment letter from fda dms to donavan melton,0,0
0900006482afddc3,Other,FDA-2017-D-3716-0002,FDA-2017-D-3716,low-acid foods packaged in hermetically sealed containers (lacf) regulation and the fda food safety modernization act: guidance for industry,1,0
0900006482afddc4,Other,FDA-2017-D-3716-0003,FDA-2017-D-3716,"seafood haccp and the fda food safety modernization act: guidance for
industry",1,0
0900006482afddc2,Other,FDA-2017-D-3716-0001,FDA-2017-D-3716,juice haccp and the fda food safety modernization act guidance,1,0
0900006481c40270,Other,FDA-2015-P-1404-0004,FDA-2015-P-1404,supplement from allergan,0,0
0900006481ab97c2,Other,FDA-2015-P-1404-0002,FDA-2015-P-1404,"acknowledgement letter from fda ddm to physical pharmaceutica, llc",0,0
0900006481e66e2d,Other,FDA-2015-P-1404-0007,FDA-2015-P-1404,"citizen petition denial response letter from fda cder to (allergan, inc.) and physical pharmaceutica, llc",0,0
0900006481ab97be,Other,FDA-2015-P-1404-0001,FDA-2015-P-1404,"citizen petition from physical pharmaceutica, llc",0,0
0900006484c1c40a,Other,FDA-2021-P-0850-0001,FDA-2021-P-0850,citizen petition from donavan melton,0,0
0900006484c1c411,Other,FDA-2021-P-0850-0002,FDA-2021-P-0850,acknowledgement letter from fda dms to donavan melton,0,0
09000064836b0ed1,Supporting & Related Material,FDA-2018-P-3372-0006,FDA-2018-P-3372,"attachment 4 biofeedback treatment for headache disorders:
a comprehensive efficacy review re: citizen petition from ohio state university",0,0
09000064836b0ed2,Supporting & Related Material,FDA-2018-P-3372-0007,FDA-2018-P-3372,"attachment 5 evidence-based guideline update: pharmacologic
treatment for episodic migraine prevention in adults re: citizen petition from ohio state university",0,0
09000064836b0ecc,Other,FDA-2018-P-3372-0002,FDA-2018-P-3372,acknowledgement letter from fda ddm to ohio state university,0,0
0900006484ab1d70,Other,FDA-2018-P-3372-0008,FDA-2018-P-3372,final response from fda cdrh to ohio state university,0,0
09000064836b0ece,Supporting & Related Material,FDA-2018-P-3372-0003,FDA-2018-P-3372,attachment 1 cochran library virtual reality for stroke rehabilitation (review) re: citizen petition from ohio state university,0,0
09000064836b0ecf,Supporting & Related Material,FDA-2018-P-3372-0004,FDA-2018-P-3372,attachment 2 cochrane library  virtual reality for stroke rehabilitation (review) re: citizen petition from ohio state university,0,0
09000064836b0ed0,Supporting & Related Material,FDA-2018-P-3372-0005,FDA-2018-P-3372,"attachment 3 virtual reality therapy for adults post-stroke: a
systematic review and meta-analysis exploring virtual
environments and commercial games in therapy re: citizen petition from ohio state university",0,0
09000064836b03f4,Other,FDA-2018-P-3372-0001,FDA-2018-P-3372,citizen petition from ohio state university,0,0
090000648048975d,Other,FDA-2003-P-0175-0001,FDA-2003-P-0175,"hf-22 to olsson, frank and weeda, pc",0,0
0900006481013ec6,Notice,FDA-2012-N-0471-0001,FDA-2012-N-0471,agency information collection activities; proposed collection; comment request; user fee cover sheet; form fda 3397,0,0
090000648114ada8,Notice,FDA-2012-N-0471-0002,FDA-2012-N-0471,"agency information collection activities; proposals, submissions, and approvals: prescription drug user fee cover sheet",0,0
0900006481aa6828,Notice,FDA-2012-N-0471-0004,FDA-2012-N-0471,"agency information collection activities: proposed collection;
comment request; user fee cover sheet; form fda 3397",0,0
0900006481cd46f5,Notice,FDA-2012-N-0471-0005,FDA-2012-N-0471,"agency information collection activities; submission for office 
of management and budget review; comment request; user fee cover sheet; form fda 3397",0,0
09000064813a8677,Notice,FDA-2012-N-0471-0003,FDA-2012-N-0471,agency information collection activities; announcement of office of management and budget approval; prescription drug user fee cover sheet; form fda 3397,0,0
0900006480444c25,Other,FDA-2005-N-0281-0013,FDA-2005-N-0281,"december 8, 2005 transcript",0,0
0900006480444c22,Other,FDA-2005-N-0281-0010,FDA-2005-N-0281,"december 7, 2005 transcript",0,0
0900006480444bec,Other,FDA-2005-N-0281-0005,FDA-2005-N-0281,embassy of france / economic department,0,0
0900006480444b44,Notice,FDA-2005-N-0281-0001,FDA-2005-N-0281,fda,0,0
0900006480444b85,Other,FDA-2005-N-0281-0002,FDA-2005-N-0281,"mettler, erik",0,0
0900006480444c24,Other,FDA-2005-N-0281-0012,FDA-2005-N-0281,"december 8, 2005 transcript",0,0
0900006480444bc0,Other,FDA-2005-N-0281-0004,FDA-2005-N-0281,"gallagher, maryann",0,0
0900006480444c01,Other,FDA-2005-N-0281-0007,FDA-2005-N-0281,"agenda for december 7-8, 2005 hearing",0,0
0900006480444c23,Other,FDA-2005-N-0281-0011,FDA-2005-N-0281,"december 7, 2005 transcript",0,0
0900006480444c17,Other,FDA-2005-N-0281-0009,FDA-2005-N-0281,list of attendees for 12/7-8/2005 public meeting,0,0
0900006480444b8f,Other,FDA-2005-N-0281-0003,FDA-2005-N-0281,"frank, lesley",0,0
0900006480444c00,Other,FDA-2005-N-0281-0006,FDA-2005-N-0281,"agenda for december 7-8, 2005 hearing",0,0
0900006480444c02,Other,FDA-2005-N-0281-0008,FDA-2005-N-0281,"director, center for drugs evaluation and research, fda",0,0
09000064804b7e85,Notice,FDA-2000-N-0079-0001,FDA-2000-N-0079,fda,0,0
09000064804e742d,Other,FDA-2001-P-0321-0001,FDA-2001-P-0321,washington legal foundation - citizen petition,0,0
09000064804e7433,Other,FDA-2001-P-0321-0003,FDA-2001-P-0321,fda/associate commissioner for policy response to the washington legal foundation - petition denial,0,0
09000064804e7432,Other,FDA-2001-P-0321-0002,FDA-2001-P-0321,acknowledgement letter to the washington legal foundation,0,0
09000064804d2a37,Other,FDA-2000-P-0183-0001,FDA-2000-P-0183,hfc-1 to robert cohen,0,0
0900006480526fc1,Notice,FDA-1992-D-0021-0001,FDA-1992-D-0021,fda,0,0
0900006480b09be6,Other,FDA-2010-N-0233-0023,FDA-2010-N-0233,meeting attendees - list,0,0
0900006480b09be3,Other,FDA-2010-N-0233-0022,FDA-2010-N-0233,transcript,0,0
0900006480aea319,Notice,FDA-2010-N-0233-0001,FDA-2010-N-0233,the national institutes of health and food and drug administration joint leadership council; stakeholders,1,0
0900006482cd4273,Notice,FDA-2017-N-6475-0001,FDA-2017-N-6475,"food and drug administration fiscal year 2017 performance review board
members",1,0
09000064816bd871,Other,FDA-2014-P-0497-0001,FDA-2014-P-0497,citizen petition from ken surprenant,0,0
090000648213be67,Other,FDA-2014-P-0497-0009,FDA-2014-P-0497,partial approval final response,0,0
09000064818a859f,Other,FDA-2014-P-0497-0003,FDA-2014-P-0497,interim response from fda/cder to ken surprenant,0,0
09000064816be10a,Other,FDA-2014-P-0497-0002,FDA-2014-P-0497,acknowledgement letter from fda ddm to ken surprenant,0,0
090000648043f7eb,Notice,FDA-2005-N-0098-0001,FDA-2005-N-0098,fda,0,0
0900006480739101,Notice,FDA-2005-N-0098-0004,FDA-2005-N-0098,agency informationcollection activities; announcement of office of management and budget approval; survey of current manufacturing practices in the food industry,1,0
090000648043f807,Notice,FDA-2005-N-0098-0002,FDA-2005-N-0098,fda,0,0
090000648043f808,Notice,FDA-2005-N-0098-0003,FDA-2005-N-0098,fda,0,0
09000064804a5a1f,Notice,FDA-1999-D-0012-0006,FDA-1999-D-0012,enforcement policy: electronic records; electronic signatures--compliance policy guide; guidance for fda personnel - notice of correction,0,0
09000064804a5a23,Notice,FDA-1999-D-0012-0004,FDA-1999-D-0012,fda,0,0
09000064804a5a1e,Notice,FDA-1999-D-0012-0005,FDA-1999-D-0012,enforcement policy: electronic records; electronic signatures--compliance policy guide; guidance for fda personnel - notice of availability,0,0
09000064804a5a20,Supporting & Related Material,FDA-1999-D-0012-0007,FDA-1999-D-0012,"draft guidance for industry: part 11, electronic records; electronic signatures--scope and application - [draft guidance for industry on ""part 11, electronic records, electronic signatures--scope and application;"" availability of draft guidance and withdrawal of draft part 11 guidance documents and a compliance policy guide]",0,0
09000064804a5a21,Notice,FDA-1999-D-0012-0002,FDA-1999-D-0012,fda,0,0
09000064804a5a1d,Notice,FDA-1999-D-0012-0001,FDA-1999-D-0012,fda,0,0
09000064804a5a22,Notice,FDA-1999-D-0012-0003,FDA-1999-D-0012,fda,0,0
09000064807e8734,Other,FDA-2008-N-0523-0005,FDA-2008-N-0523,plasma protein therapeutics association (ppta) - request for extension comment due date,0,0
09000064807d5bdd,Other,FDA-2008-N-0523-0004,FDA-2008-N-0523,american dental association (ada) - council's statement [re fda-2008-n-0523-0003],0,0
090000648075c348,Notice,FDA-2008-N-0523-0001,FDA-2008-N-0523,fda-regulated products that contain bisphenol-a; request for information,0,0
0900006484db48cb,Other,FDA-2021-N-0859-0028,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food - agenda,1,0
0900006484db94dc,Other,FDA-2021-N-0859-0038,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food- pet food contaminants,1,0
0900006484db9943,Other,FDA-2021-N-0859-0040,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food- center -slides for fda sa center copper canine dog food for video final video removed,1,0
0900006484db9d15,Other,FDA-2021-N-0859-0042,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food- connors - fda presentation slides dec 17sep21,1,0
0900006484db48cd,Other,FDA-2021-N-0859-0029,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food - cvm presentation - 9-24-21,1,0
0900006484db4d21,Other,FDA-2021-N-0859-0030,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food - transcript - 9-24-21,1,0
0900006484db9d17,Other,FDA-2021-N-0859-0043,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food- thixton - fda presentation sept 2021,1,0
0900006484db9d19,Other,FDA-2021-N-0859-0044,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food-  castonguay - dietassociateddcmedalliance_the-impact-of-dcm-related-fda-messaging,1,0
0900006484c4320b,Other,FDA-2021-N-0859-0001,FDA-2021-N-0859,listening session announcement,0,0
0900006484db9941,Other,FDA-2021-N-0859-0039,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food-greenacre - fda ferret diet,1,0
0900006484db9945,Other,FDA-2021-N-0859-0041,FDA-2021-N-0859,fda virtual listening session on the oversight of pet food- smedley - fda's role in ingredient definition development,1,0
0900006482b74fbb,Notice,FDA-2017-N-4952-0001,FDA-2017-N-4952,"food and drug administration clinical trial requirements, regulations, compliance, and good clinical practice; public workshop",1,0
090000648259fb21,Notice,FDA-2017-D-2497-0001,FDA-2017-D-2497,draft revisions to the food and drug administration blueprint for prescriber education for extended-release and long-acting opioids; availability,1,0
0900006482e789bf,Other,FDA-2017-D-2497-0683,FDA-2017-D-2497,opioid analgesic rems education blueprint,0,0
0900006481578a5a,Other,FDA-2012-D-0530-0025,FDA-2012-D-0530,"requests for feedback on medical device submissions: the pre-
submission program and meetings with food and drug administration
staff; guidance for industry and food and drug administration staff",1,0
090000648146a1b7,Notice,FDA-2012-D-0530-0022,FDA-2012-D-0530,agency information collection activities; submission for office of management and budget review; comment request; guidance on medical devices: the pre-submission program and meetings with fda staff,0,0
090000648118589b,Notice,FDA-2012-D-0530-0019,FDA-2012-D-0530,"agency information collection activities; proposals, submissions, and approvals: guidance on medical devices; pre-submission program and meetings with fda staff",0,0
090000648151ce06,Notice,FDA-2012-D-0530-0023,FDA-2012-D-0530,"agency information collection ctivities; announcement of office of
management and budget approval; equests for feedback on medical
device submissions",0,0
0900006483e3c11b,Notice,FDA-2012-D-0530-0032,FDA-2012-D-0530,agency information collection activities; proposed collection; comment request; q-submission program for medical devices,0,0
