ObjId,DocumentType,DocId,DocketId,Title
090000648149a218,Other,FDA-2013-N-0500-0004,FDA-2013-N-0500,Generic Pharmaceutical Association (GPhA) - Request for Extension of Comment Period
09000064814c4f5c,Other,FDA-2013-N-0500-0008,FDA-2013-N-0500,Request for Extension from Academy of Managed Care Pharmacy (AMCP) et al
09000064814ca396,Other,FDA-2013-N-0500-0011,FDA-2013-N-0500,Request for Extension from Perrigo
090000648147a982,Proposed Rule,FDA-2013-N-0500-0001,FDA-2013-N-0500,Supplemental Applications Proposing Labeling Changes for Approved Drugs and Biological Products
090000648171fbc4,Supporting & Related Material,FDA-2013-N-0500-0077,FDA-2013-N-0500,"Attachment 2 Revised Virilon Package Insert re Supplement from Star Pharmaceuticals, Inc."
090000648171fad3,Supporting & Related Material,FDA-2013-N-0500-0076,FDA-2013-N-0500,"Attachment 1 Virilon Drug Listing re Supplement from Star Pharmaceuticals, Inc."
09000064839949a2,Supporting & Related Material,FDA-2013-N-0500-0141,FDA-2013-N-0500,01-List of References Withdrawal of Proposed Rule on Supplemental Applications Proposing Labeling Changes for Approved Drugs and Biological Products
090000648148e9e1,Other,FDA-2013-N-0500-0002,FDA-2013-N-0500,"OMB Review Proposed Rule re Executive Order 12866, Supplemental Applications Proposing Labeling Changes for Approved Drugs and Biological Products 11-13-2013 - Memorandum"
0900006481a8b7a5,Supporting & Related Material,FDA-2013-N-0500-0105,FDA-2013-N-0500,"Briefs Submitted in Teva Pharmaceuticals USA, Inc. v. Superior Court of Orange County"
0900006481aba131,Other,FDA-2013-N-0500-0112,FDA-2013-N-0500,Transcript of March 27 2015 Supplemental Applications Proposing Labeling Changes for Approved Drugs and Biological Products Public Meeting
0900006481abfea0,Other,FDA-2013-N-0500-0136,FDA-2013-N-0500,Slide Presentations from the March 27 2015 Supplemental Applications Proposing Labeling Changes for Approved Drugs and Biological Products Public Meeting Redacted
09000064814debad,Proposed Rule,FDA-2013-N-0500-0006,FDA-2013-N-0500,Supplemental Applications Proposing Labeling Changes for Approved Drugs and Biological Products; Correction and Extension of Comment Period
09000064839936bc,Proposed Rule,FDA-2013-N-0500-0140,FDA-2013-N-0500,"Withdrawal of Proposed Rule on Supplemental Applications Proposing
Labeling Changes for Approved Drugs and Biological Products"
09000064839949a3,Supporting & Related Material,FDA-2013-N-0500-0142,FDA-2013-N-0500,"02- Reference 01- Draft guidance for industry, “Updating ANDA Labeling After the Marketing Application for the Reference Listed Drug Has Been Withdrawn,”"
09000064814b4789,Other,FDA-2013-N-0500-0007,FDA-2013-N-0500,Request for Extension from Perrigo
0900006481ecead0,Supporting & Related Material,FDA-2004-N-0188-0067,FDA-2004-N-0188,Reference 1 BSE - A Decade On - Part I re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec4b,Supporting & Related Material,FDA-2004-N-0188-0079,FDA-2004-N-0188,Reference 15 Article 11.4.14 Bovine Spongiform Encephalopathy re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec59,Supporting & Related Material,FDA-2004-N-0188-0090,FDA-2004-N-0188,"Reference 23 BSE infectivity in jejunum, ileum and ileocaecal junction of incubating cattle re Use of Materials Derived From Cattle in Human Food and Cosmetics"
09000064804708da,Supporting & Related Material,FDA-2004-N-0188-0032,FDA-2004-N-0188,See FDA-2004-N-0188-0050
09000064804702ff,Other,FDA-2004-N-0188-0004,FDA-2004-N-0188,BSE Stakeholders Conference Calls
0900006480a4c757,Supporting & Related Material,FDA-2004-N-0188-0050,FDA-2004-N-0188,FDA/Regulations Policy and Management Staff (RPMS) to the Division of Dockets Management - E.O. 12866 Review - [Use of Materials Derived From Cattle in Human Food and Cosmetics - Interim Final Rules and Request for Comments ] - Reference 2 [See FDA-2004-N-0188-0023]
0900006481ecef4b,Supporting & Related Material,FDA-2004-N-0188-0073,FDA-2004-N-0188,Reference 7 Article 11.4.1 Bovine Spongiform Encephalopathy re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecead3,Supporting & Related Material,FDA-2004-N-0188-0070,FDA-2004-N-0188,Reference 4 Confirmed Variant Creutzfeldt-Jakob Disease (variant CJD) Case in Texas re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec4c,Supporting & Related Material,FDA-2004-N-0188-0083,FDA-2004-N-0188,Reference 16 BSE Ongoing Surveillance Plan final 71406 re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec52,Supporting & Related Material,FDA-2004-N-0188-0088,FDA-2004-N-0188,Reference 21 Prevalence BSE (Bovine Spongiform Encephalopathy) re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec5a,Supporting & Related Material,FDA-2004-N-0188-0091,FDA-2004-N-0188,Reference 24 Detection of disease-specific PrP in the distal ileum of cattle exposed orally to the agent of bovine spongiform encephalopathy re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec5e,Supporting & Related Material,FDA-2004-N-0188-0099,FDA-2004-N-0188,Reference 28 vCJD Surveillance Data - CJD International Surveillance Network re Use of Materials Derived From Cattle in Human Food and Cosmetics
09000064804708d9,Supporting & Related Material,FDA-2004-N-0188-0031,FDA-2004-N-0188,See FDA-2004-N-0188-0050
0900006481ecef4c,Supporting & Related Material,FDA-2004-N-0188-0074,FDA-2004-N-0188,Reference 8 Inactivation of the BSE Agent by the Heat and Pressure Process for Manufacturing Gelatine re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecef4e,Supporting & Related Material,FDA-2004-N-0188-0076,FDA-2004-N-0188,Reference 9 Article 11.4.15 Bovine Spongiform Encephalopathy re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecef49,Supporting & Related Material,FDA-2004-N-0188-0071,FDA-2004-N-0188,Reference 5 Variant CJD Cases Worldwide re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecef4a,Supporting & Related Material,FDA-2004-N-0188-0072,FDA-2004-N-0188,Reference 6 Recognition of BSE Risk Status of Member Countries -D12483 re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecead2,Supporting & Related Material,FDA-2004-N-0188-0069,FDA-2004-N-0188,Reference 3 A Novel Progressive Spongiform Encephalopathy in Cattle re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec5b,Supporting & Related Material,FDA-2004-N-0188-0092,FDA-2004-N-0188,Reference 25 Scientific Opinion on BSE risk in bovine intestines and mesentery EFSA Panel on Biological Hazards (BIOHAZ) re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec5f,Supporting & Related Material,FDA-2004-N-0188-0095,FDA-2004-N-0188,Reference 29 vCJD Key Facts re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec61,Supporting & Related Material,FDA-2004-N-0188-0097,FDA-2004-N-0188,Reference 31 Report of the OIE Scientific Commission for Animal Diseases re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ece21a,Rule,FDA-2004-N-0188-0065,FDA-2004-N-0188,Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec4a,Supporting & Related Material,FDA-2004-N-0188-0078,FDA-2004-N-0188,Reference 14 Long-Term Subclinical Carrier State Precedes Scrapie Replication and Adaptation in a Resistant Species: Analogies to Bovine Spongiform Encephalopathy and Variant Creutzfeldt-Jakob Disease in Humans re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecec5c,Supporting & Related Material,FDA-2004-N-0188-0093,FDA-2004-N-0188,Reference 26 GMIA Gelatin Handbook 2012 re Use of Materials Derived From Cattle in Human Food and Cosmetics
0900006481ecef50,Supporting & Related Material,FDA-2004-N-0188-0080,FDA-2004-N-0188,Referemce 11 The Sourcing and Processing of Gelatin to Reduce the Potential Risk Posed by Bovine Spongiform Encephalopathy (BSE) in FDA-Regulated Products for Human Use re Use of Materials Derived From Cattle in Human Food and Cosmetics
09000064804843c8,Supporting & Related Material,FDA-2003-N-0103-0017,FDA-2003-N-0103,BACKGROUND
09000064804843c5,Supporting & Related Material,FDA-2003-N-0103-0014,FDA-2003-N-0103,BACKGROUND
09000064804843c4,Supporting & Related Material,FDA-2003-N-0103-0013,FDA-2003-N-0103,BACKGROUND
09000064804843c2,Supporting & Related Material,FDA-2003-N-0103-0011,FDA-2003-N-0103,GUIDANCE
09000064804843d1,Supporting & Related Material,FDA-2003-N-0103-0026,FDA-2003-N-0103,BACKGROUND
09000064804843cc,Supporting & Related Material,FDA-2003-N-0103-0021,FDA-2003-N-0103,BACKGROUND
09000064804843cb,Supporting & Related Material,FDA-2003-N-0103-0020,FDA-2003-N-0103,BACKGROUND
09000064804843e6,Supporting & Related Material,FDA-2003-N-0103-0035,FDA-2003-N-0103,BACKGROUND
0900006480484409,Supporting & Related Material,FDA-2003-N-0103-0048,FDA-2003-N-0103,BACKGROUND
0900006480484406,Supporting & Related Material,FDA-2003-N-0103-0047,FDA-2003-N-0103,BACKGROUND
09000064804843f5,Supporting & Related Material,FDA-2003-N-0103-0041,FDA-2003-N-0103,BACKGROUND
0900006480484436,Other,FDA-2003-N-0103-0059,FDA-2003-N-0103,Task Force Final Report July 2003
0900006480484430,Other,FDA-2003-N-0103-0057,FDA-2003-N-0103,Task Force Final Report July 2003
0900006480484424,Other,FDA-2003-N-0103-0054,FDA-2003-N-0103,Task Force Final Report July 2003
0900006480484428,Other,FDA-2003-N-0103-0055,FDA-2003-N-0103,Task Force Final Report July 2003
09000064804843e9,Supporting & Related Material,FDA-2003-N-0103-0036,FDA-2003-N-0103,BACKGROUND
09000064804843c3,Notice,FDA-2003-N-0103-0012,FDA-2003-N-0103,Number not used
09000064804843b8,Supporting & Related Material,FDA-2003-N-0103-0007,FDA-2003-N-0103,GUIDANCE
09000064804843c6,Supporting & Related Material,FDA-2003-N-0103-0015,FDA-2003-N-0103,BACKGROUND
09000064804843c9,Supporting & Related Material,FDA-2003-N-0103-0018,FDA-2003-N-0103,BACKGROUND
09000064804843bf,Supporting & Related Material,FDA-2003-N-0103-0009,FDA-2003-N-0103,GUIDANCE
09000064804843bb,Supporting & Related Material,FDA-2003-N-0103-0008,FDA-2003-N-0103,GUIDANCE
09000064804843d0,Supporting & Related Material,FDA-2003-N-0103-0025,FDA-2003-N-0103,BACKGROUND
09000064804843cf,Supporting & Related Material,FDA-2003-N-0103-0024,FDA-2003-N-0103,BACKGROUND
09000064804843e4,Supporting & Related Material,FDA-2003-N-0103-0034,FDA-2003-N-0103,BACKGROUND
090000648042b1cb,Supporting & Related Material,FDA-2007-D-0258-0002,FDA-2007-D-0258,Guidance
090000648042b1ca,Notice,FDA-2007-D-0258-0001,FDA-2007-D-0258,FDA
09000064805994b4,Proposed Rule,FDA-1978-N-1254-0001,FDA-1978-N-1254,Bioresearch Monitoring Program
09000064805994d2,Notice,FDA-1978-N-1254-0002,FDA-1978-N-1254,Withdrawal of Certain Pre-1986 Proposed Rules; Opportunity for Public Comment
09000064805994d6,Notice,FDA-1978-N-1254-0003,FDA-1978-N-1254,Withdrawal of Certain Pre-1986 Proposed Rules; Final Action
0900006480599f66,Other,FDA-1995-P-0355-0001,FDA-1995-P-0355,Citizen Petition from Washington Legal Foundation
09000064824aa669,Other,FDA-1995-P-0355-0002,FDA-1995-P-0355,Acknowledgment Letter from FDA DDM to Washington Legal Foundation
0900006480599f67,Other,FDA-1995-P-0355-0003,FDA-1995-P-0355,Petition Denial Letter from FDA OC to Washington
0900006480599f68,Other,FDA-1995-P-0355-0004,FDA-1995-P-0355,Letter from FDA OC to Washington Legal Foundation
0900006481507600,Other,FDA-2013-D-1622-0002,FDA-2013-D-1622,"Draft Guidance for Industry: Submitting Food Canning Establishment Registration Form and Food Process Filing Forms to the Food
and Drug Administration in Electronic or Paper Format"
0900006481505eae,Notice,FDA-2013-D-1622-0001,FDA-2013-D-1622,"Draft Guidance for Industry: Submitting Food Canning Establishment Registration Form and Food Process Filing Forms to the Food
and Drug Administration in Electronic or Paper Format; Availability"
0900006481cbbb85,Other,FDA-2013-D-1622-0008,FDA-2013-D-1622,"Submitting Form FDA 2541 (Food Canning Establishment Registration) and Forms FDA 2541d, FDA 2541e, FDA 2541f, and FDA 2541g (Food Process Filing Forms) to FDA in Electronic or Paper Format: Guidance for Industry"
0900006481cba00c,Notice,FDA-2013-D-1622-0007,FDA-2013-D-1622,"Submitting Food Canning Establishment Registration Form and
Food Process Filing Forms to the Food and Drug Administration in Electronic or Paper Format: Guidance for Industry; Availability"
090000648118f830,Other,FDA-1995-S-0036-0135,FDA-1995-S-0036,"Resuscitation Outcomes Consortium (ROC) re IND 110280, British Columbia, Canada Public Disclosure Material Report 63 - Report"
0900006480e373e5,Other,FDA-1995-S-0036-0112,FDA-1995-S-0036,"Advanced Circulatory Systems, Inc., to the Division of Dockets Management re: IDE G080169, ResQpro Clinical Trial, Community Consultation Plan - Report 41"
0900006481113f5e,Other,FDA-1995-S-0036-0126,FDA-1995-S-0036,Resuscitation Outcomes Consortium (ROC) British Columbia Public Disclosure Materials re IND 110699 Report 54 - Report
0900006481159613,Other,FDA-1995-S-0036-0129,FDA-1995-S-0036,"University of Texas Health Science Center at Houston, Site University of Southern California Los Angeles, Public Disclosure Material Report 58 - Report"
0900006481cefe33,Other,FDA-1995-S-0036-0167,FDA-1995-S-0036,Public Disclosure Report from Resuscitation Outcomes Consortium (ROC)  Dallas Site re IND 119858 - Report 86
09000064822299f5,Other,FDA-1995-S-0036-0170,FDA-1995-S-0036,"Public Disclosure Material from Resuscitation Outcomes Consortium (ROC) Hennepin County Medical Center, Minneapolis Site re IND 119858 Report 89"
0900006481cefe31,Other,FDA-1995-S-0036-0165,FDA-1995-S-0036,Public Disclosure Report from Resuscitation Outcomes Consortium (ROC)  Milwaukee Site re IND 119858 - Report 84
0900006481cefe2e,Other,FDA-1995-S-0036-0162,FDA-1995-S-0036,Public Disclosure Report from Resuscitation Outcomes Consortium (ROC) Alabama Site re IND 119858 - Report 81
09000064823bc263,Other,FDA-1995-S-0036-0176,FDA-1995-S-0036,"ESETT, Neurological Emergencies Treatment Trials (NETT) & PECARN Networks Public Disclosure Docket Report IND# 119,756"
09000064823bc294,Other,FDA-1995-S-0036-0177,FDA-1995-S-0036,"ESETT, Neurological Emergencies Treatment Trials (NETT) Network Summary Report of Public Disclosures IND# 119,756"
0900006482337a8c,Other,FDA-1995-S-0036-0171,FDA-1995-S-0036,"Annual Report from ProTECT III Emory University School of Medicine Public Disclosure IND 104,188 Report 91"
0900006482337ad9,Other,FDA-1995-S-0036-0173,FDA-1995-S-0036,"Resuscitation Outcomes Consortium (ROC) Milwaukee Site, Public Disclosure for Emergency Research Study of Cardiac Arrest, Report 93"
09000064818679be,Other,FDA-1995-S-0036-0143,FDA-1995-S-0036,Correspondence from Baroness Lady Sonia McMorris Query
09000064818679bd,Other,FDA-1995-S-0036-0142,FDA-1995-S-0036,"Neuren Pharmaceuticals Ltd, IND 111724, Site Wayne State University
Detroit Receiving and Sinai-Grace Hospitals and The Queen's Medical Center, Honolulu, HI Exception From Informed Consent Requirements For Emergency Research  Report 68"
09000064818679c1,Other,FDA-1995-S-0036-0148,FDA-1995-S-0036,"Eunice Kennedy Shriver National Institute of Child Health and Human Development, IND 79,010, Lorazepam, Sites Listed in Abstract, Public Disclosure Material Report 69"
0900006481868114,Other,FDA-1995-S-0036-0152,FDA-1995-S-0036,"Ben Taub General Hospital and Baylor College of Medicine, IND 100681, Effects of Erythropoietin on Cerebral Vascular Dysfunction and Anemia in Traumatic Brain Injury, Public Disclosure Material Report 71"
0900006483d2bc1d,Other,FDA-1995-S-0036-0178,FDA-1995-S-0036,"Public Disclosure Report from Kelly Hoy, Diffusion Pharmaceuticals Inc"
09000064818679c0,Other,FDA-1995-S-0036-0145,FDA-1995-S-0036,Correspondence from Baroness Lady Sonia McMorris Query Follow-up to Query
09000064818679c3,Other,FDA-1995-S-0036-0146,FDA-1995-S-0036,Correspondence from Baroness Lady Sonia McMorris Query Follow-up
090000648186ae53,Other,FDA-1995-S-0036-0147,FDA-1995-S-0036,Correspondence from Baroness Lady Sonia McMorris Query Follow-up Request
090000648108a994,Other,FDA-1995-S-0036-0122,FDA-1995-S-0036,"Resuscitation Outcomes Consortium (ROC) re IND 110699, Milwaukee Public Disclosure Material Report 50 - Report"
0900006482228931,Other,FDA-1995-S-0036-0168,FDA-1995-S-0036,"Public Disclosure Report from Penn Medicine, Hospital of the University of Pennsylvania re IND 110314 Report 87"
0900006481ab145c,Other,FDA-1995-S-0036-0161,FDA-1995-S-0036,Public Disclosure Report from Resuscitation Outcomes Consortium Houston Site re Tranexamic Acid Report 80
0900006480b1a4c4,Other,FDA-1995-S-0036-0110,FDA-1995-S-0036,"Report 39 - ""Immediate Trial  for Public Disclosure, Saint Paul Minnesota Area, IND 70,376,"""
0900006481159612,Other,FDA-1995-S-0036-0128,FDA-1995-S-0036,Resuscitation Outcomes Consortium (ROC) Pittsburgh Public Disclosure Materials Report 57 - Report
0900006481b94e74,Notice,FDA-2014-N-0411-0002,FDA-2014-N-0411,"Cooperative Agreement for Research, Education, and Outreach in Support of the Food and Drug Administration Food Safety Modernization Act"
09000064816d165c,Notice,FDA-2014-N-0411-0001,FDA-2014-N-0411,"Cooperative Agreement To Support the Illinois Institute of Technology’s
National Center for Food Safety and Technology"
090000648157676a,Notice,FDA-2014-N-0006-0001,FDA-2014-N-0006,"Report on the Performance of Drug and Biologics Firms in Conducting
Postmarketing Requirements and Commitments; Availability"
0900006483e11c81,Notice,FDA-2019-N-0006-0001,FDA-2019-N-0006,Advisory Committees; Filing of Closed Meeting Reports
090000648046324b,Other,FDA-2006-N-0485-0001,FDA-2006-N-0485,Independent Evaluation of FDA's First Cycle Review Performance Retrospective Analysis Final Report
0900006480463238,Notice,FDA-2006-N-0485-0002,FDA-2006-N-0485,FDA
0900006480471148,Other,FDA-2004-P-0215-0017,FDA-2004-P-0215,"Hill Dermaceuticals, Inc. - Amendment"
0900006480471169,Other,FDA-2004-P-0215-0007,FDA-2004-P-0215,"FDA Division of Dockets Management to Hill Dermaceuticals, Inc. - Letter"
0900006480471146,Other,FDA-2004-P-0215-0009,FDA-2004-P-0215,"Hill Dermaceuticals, Inc. to the Division of Dockets Management - Letter"
0900006480471165,Other,FDA-2004-P-0215-0012,FDA-2004-P-0215,"Hill Dermaceuticals, Inc. - Supplement"
0900006480471159,Other,FDA-2004-P-0215-0010,FDA-2004-P-0215,"Hill Dermaceuticals, Inc. - Supplement"
0900006480471158,Supporting & Related Material,FDA-2004-P-0215-0026,FDA-2004-P-0215,"Affidavit of Ralph Harkins, Ph.D. - [Hill Dermaceuticals Inc. - Supplement] re FDA-2004-P-0215-0010"
090000648047114b,Supporting & Related Material,FDA-2004-P-0215-0034,FDA-2004-P-0215,"Appendix E - ""Summary of Contact Urticaria (by Howard I. Maibach, MD)"" - [Hill Dermaceuticals, Inc. - Supplement]"
0900006480471168,Other,FDA-2004-P-0215-0006,FDA-2004-P-0215,"FDA/DDM to Hill Dermaceuticals, Inc."
090000648047114e,Supporting & Related Material,FDA-2004-P-0215-0036,FDA-2004-P-0215,"Appendix G - ""Contact Urticaria Syndrome"" - (Cover Page)  [Hill Dermaceuticals, Inc. - Supplement]"
0900006480471160,Supporting & Related Material,FDA-2004-P-0215-0020,FDA-2004-P-0215,Attachment A - [Hill Dermaceuticals Inc. - Supplement] re FDA-2004-P-0215-0010
090000648047113d,Other,FDA-2004-P-0215-0001,FDA-2004-P-0215,"Acknowledgement Letter to Hill Dermaceuticals, Inc."
0900006480471170,Other,FDA-2004-P-0215-0019,FDA-2004-P-0215,"Hill Dermaceuticals, Inc. - Amendment"
090000648047116f,Supporting & Related Material,FDA-2004-P-0215-0029,FDA-2004-P-0215,DERMA-SMOOTHE/FS[Scalp Oil] - Product Description - [Hill Dermaceuticals Inc. - Amendment] re FDA-2004-P-0215-0019
0900006480471161,Other,FDA-2004-P-0215-0011,FDA-2004-P-0215,Hill Dermaceuticals Inc. - Supplement
0900006480471157,Supporting & Related Material,FDA-2004-P-0215-0025,FDA-2004-P-0215,Affidavit of Howard I. Maibach. M.D - [Hill Dermaceuticals Inc. - Supplement] re FDA-2004-P-0215-0010
090000648047116b,Other,FDA-2004-P-0215-0013,FDA-2004-P-0215,"Hill Dermaceuticals, Inc. to the Division of Dockets Management - Letter"
090000648047115f,Supporting & Related Material,FDA-2004-P-0215-0021,FDA-2004-P-0215,Attachment B - [Hill Dermaceuticals Inc. - Supplement] re FDA-2004-P-0215-0010
0900006480471167,Other,FDA-2004-P-0215-0005,FDA-2004-P-0215,"FDA/CDER to Hill Dermaceuticals, Inc. - Letter"
090000648047114c,Supporting & Related Material,FDA-2004-P-0215-0035,FDA-2004-P-0215,"Appendix F - ""Reference List: Bibliography of Howard I. Maibach, M.D."" - [Hill Dermaceuticals, Inc. - Supplement] re  FDA-2004-P-0215-0037 (Part 1 of 2)"
0900006480471155,Supporting & Related Material,FDA-2004-P-0215-0024,FDA-2004-P-0215,"Bibliography of Howard I. Maibach, M.D. - [Hill Dermaceuticals Inc. - Supplement] re FDA-2004-P-0215-0010"
0900006480471154,Supporting & Related Material,FDA-2004-P-0215-0022,FDA-2004-P-0215,Attachment C - [Hill Dermaceuticals Inc. - Supplement] re FDA-2004-P-0215-0010
0900006480471149,Supporting & Related Material,FDA-2004-P-0215-0033,FDA-2004-P-0215,"Appendix D - ""Data presented to the Advisory Committee PowerPoint Presentation"" - [Hill Dermaceuticals, Inc. - Supplement] reFDA-2004-P-0215-0037"
090000648047114d,Supporting & Related Material,FDA-2004-P-0215-0030,FDA-2004-P-0215,"Appendix A - ""Dr. Howard I. Maibach Letter on Bioequivalence and Safety Issues Pertaining to Generic Versions of Derma-Smoothe/FSO"" - [Hill Dermaceuticals, Inc. - Supplement] re FDA-2004-P-0215-0037"
0900006480471144,Other,FDA-2004-P-0215-0004,FDA-2004-P-0215,See FDA-2004-P-0215-0007
0900006480471142,Supporting & Related Material,FDA-2004-P-0215-0002,FDA-2004-P-0215,See FDA-2004-P-0215-0001
090000648058b295,Other,FDA-1998-N-0155-0007,FDA-1998-N-0155,Joint Commission on Accreditation of Healthcare Organizations - Testimony
090000648058b280,Notice,FDA-1998-N-0155-0002,FDA-1998-N-0155,FDA - Notice of Hearing
090000648058b259,Other,FDA-1998-N-0155-0003,FDA-1998-N-0155,SAMSAH to FDA - Memo
090000648058b2b4,Other,FDA-1998-N-0155-0013,FDA-1998-N-0155,"LAARC, Matrix Institute on Addictions - Testimony"
090000648058b29b,Supporting & Related Material,FDA-1998-N-0155-0015,FDA-1998-N-0155,Sign-In List - [Joint Commission on Accreditation of Healthcare Organizations-Testimony]
090000648058b2a3,Other,FDA-1998-N-0155-0009,FDA-1998-N-0155,American Methadone Treatment Association - Testimony
090000648058b30b,Other,FDA-1998-N-0155-0014,FDA-1998-N-0155,Transcript - 11-1-99 Public Hearing on Methadone-LAAM Proposed RUle (pages 1 - 100)
090000648058b2a4,Other,FDA-1998-N-0155-0010,FDA-1998-N-0155,"College on Problems of Drug Dependence, Inc. - Testimony"
090000648058b2b2,Other,FDA-1998-N-0155-0012,FDA-1998-N-0155,Medical College of Virginia - Testimony
090000648058b294,Supporting & Related Material,FDA-1998-N-0155-0004,FDA-1998-N-0155,Agenda for Public Hearing on Methadone/LAAM Proposed Rule - List
090000648058b2a1,Other,FDA-1998-N-0155-0008,FDA-1998-N-0155,Research Triangle Institute - Letter
090000648058b224,Proposed Rule,FDA-1998-N-0155-0001,FDA-1998-N-0155,Narcotic Drugs in Maintenance and Detoxification Treatment of Narcotic
090000648058b293,Other,FDA-1998-N-0155-0006,FDA-1998-N-0155,SAMSHA - Testimony
090000648058b25e,Supporting & Related Material,FDA-1998-N-0155-0005,FDA-1998-N-0155,OMB Review - Reference (1a)
090000648058b2a5,Other,FDA-1998-N-0155-0011,FDA-1998-N-0155,"Nat Assn of State Alcohol and Drug Abuse Director's, Inc. - Testimony"
0900006481ed6d6f,Other,FDA-2005-P-0191-0006,FDA-2005-P-0191,Citizen Petition Partial Approval and Denial Response from FDA CDER to Pine Grove Behavioral Health & Addiction Services
0900006480440e27,Other,FDA-2005-P-0191-0001,FDA-2005-P-0191,HFA-305 to Pine Grove Behavioral Health & Addiction Services
0900006480440e2a,Other,FDA-2005-P-0191-0004,FDA-2005-P-0191,Citizen Petition from Pine Grove Behavioral Health & Addiction Services
0900006480440e2f,Other,FDA-2005-P-0191-0003,FDA-2005-P-0191,FDA/CDER to Pine Grove Recovery Center
0900006480440e2e,Other,FDA-2005-P-0191-0002,FDA-2005-P-0191,HFA-305 to Pine Grove Behavioral Health & Addiction Services
0900006480484621,Notice,FDA-2003-N-0105-0001,FDA-2003-N-0105,FDA
09000064804876d8,Notice,FDA-2002-D-0010-0001,FDA-2002-D-0010,FDA
090000648048771d,Notice,FDA-2002-D-0010-0002,FDA-2002-D-0010,FDA
090000648048771f,Supporting & Related Material,FDA-2002-D-0010-0003,FDA-2002-D-0010,Notifying FDA of Fatalities Related to Blood Collection or Transfusion
0900006480487721,Supporting & Related Material,FDA-2002-D-0010-0004,FDA-2002-D-0010,GUIDANCE
0900006484dcc28b,Other,FDA-2002-D-0010-0005,FDA-2002-D-0010,Notifying-FDA-of-Fatalities-Related-to-Blood-Collection-or-Transfusion - L2 Update - Aug 2021 FINAL
0900006481e65c6c,Other,FDA-2016-P-0541-0002,FDA-2016-P-0541,"Acknowledgement Letter from FDA DDM to Gordon Johnston Regulatory Consultants, LLC"
0900006481e65ff7,Other,FDA-2016-P-0541-0001,FDA-2016-P-0541,"Citizen Petition from Gordon Johnston Regulatory Consultants, LLC"
0900006481e66137,Supporting & Related Material,FDA-2016-P-0541-0003,FDA-2016-P-0541,"Attachment A Electronic Orange Book Listing for Sodium Chloride 0.45% re Citizen Petition from Gordon Johnston Regulatory Consultants, LLC"
0900006482195e50,Other,FDA-2016-P-0541-0004,FDA-2016-P-0541,"Petition Approval Letter from FDA CDER to Gordon Johnston Regulatory Consultants, LLC"
09000064804dfe07,Notice,FDA-2001-D-0163-0001,FDA-2001-D-0163,FDA
09000064804dfe68,Supporting & Related Material,FDA-2001-D-0163-0002,FDA-2001-D-0163,Corrected Final Guidance
090000648050733d,Notice,FDA-1996-D-0405-0001,FDA-1996-D-0405,Exports: Certificates and Other Assurance that Products Meet FDA Requirements; Availability
0900006484bfad1a,Supporting & Related Material,FDA-1996-D-0405-0002,FDA-1996-D-0405,Compliance Policy Guide Section 110.100 Certification for Exports re: Exports: Certificates and Other Assurance that Products Meet FDA Requirements; Availability
0900006484e23a7d,Notice,FDA-1996-D-0405-0010,FDA-1996-D-0405,Compliance Policy Guide Sec. 110.100; Withdrawal of Guidance
0900006481e65830,Other,FDA-2016-P-0540-0001,FDA-2016-P-0540,"Citizen Petition from Gordon Johnston Regulatory Consultants, LLC"
0900006481e65e6f,Other,FDA-2016-P-0540-0002,FDA-2016-P-0540,"Acknowledgement Letter from FDA DDM to Gordon Johnston Regulatory Consultants, LLC"
0900006481e65ec5,Supporting & Related Material,FDA-2016-P-0540-0003,FDA-2016-P-0540,"Attachment A Electronic Orange Book Listing for Sodium Chloride 3% re Citizen Petition from Gordon Johnston Regulatory Consultants, LLC"
0900006482195e42,Other,FDA-2016-P-0540-0004,FDA-2016-P-0540,"Petition Approval Letter from FDA CDER to Gordon Johnston Regulatory Consultants, LLC"
0900006481edf359,Other,FDA-2016-P-1085-0002,FDA-2016-P-1085,Acknowledgement Letter from FDA DDM to Frontage Laboratories Inc
0900006484e0c23b,Other,FDA-2016-P-1085-0004,FDA-2016-P-1085,Agency Response from FDA CDER to Beijing Health Life Pharm Tech Co Ltd
0900006481edf35b,Supporting & Related Material,FDA-2016-P-1085-0003,FDA-2016-P-1085,Attachment A Product Inserts re Citizen Petiton from Frontage Laboratories
